-0.932273	0.138579	0.575979	1
-1.142294	-1.495465	0.861857	2
-1.933762	-0.821578	1.244964	2
-1.731509	-0.976690	1.026689	2
-1.133258	1.185384	1.297069	0
-1.528103	1.662577	1.315936	0
-1.433978	2.815480	2.293838	0
-1.757021	-1.160045	0.850535	2
-2.318842	1.731287	-1.677334	1
-1.042299	0.597415	-0.018023	1
-0.464905	1.037333	-1.205132	1
-1.862910	-0.816689	1.399425	2
-1.996090	1.906125	-2.525291	1
-0.292789	0.677684	1.402098	0
-3.192468	-0.570782	0.378031	2
-0.944298	0.548878	-0.231837	1
1.781076	1.419383	-1.746834	1
-1.696331	-0.893684	1.427415	2
-1.437144	-1.566274	0.272966	2
-0.489469	1.049227	-0.711089	1
-0.821874	-1.843176	0.525839	2
-0.924780	0.906265	-0.667019	1
-0.812942	-0.073916	0.954628	1
-2.255419	0.585305	0.133988	1
0.556915	-1.291966	2.844229	0
-1.545654	2.467357	2.119327	0
0.002225	-2.133392	0.718892	2
-2.042899	2.509382	1.734741	0
-1.259243	0.353999	0.564769	0
-1.401895	-0.206049	-0.155945	0
-1.797126	-0.877140	1.040294	2
-1.003982	-1.445942	0.917236	2
-1.386415	0.864968	-0.724141	1
-2.302115	0.639514	-0.032980	0
-1.328288	-1.389308	0.818057	2
-1.526721	1.453887	-1.502330	1
-0.565956	-0.631726	3.142661	2
0.142600	0.689787	-0.330867	1
-2.750390	0.986637	0.010259	0
-0.540689	0.112588	0.682495	0
-3.102595	2.388949	-3.226889	1
-0.393791	1.525649	-2.204574	1
-2.051423	0.060593	-0.120352	0
-2.050883	2.029856	1.074224	0
-1.754823	1.037835	0.413529	0
-1.407939	0.092340	-0.185514	0
-1.491390	2.087944	1.752560	0
-0.819114	2.245467	-3.066554	0
-1.295643	1.207721	1.065815	0
-0.686167	-1.341810	1.684616	2
-2.987680	1.074973	-0.679879	2
0.003214	1.718161	-2.992001	1
-1.602956	-1.014736	1.013785	2
0.696718	-1.341121	3.019058	2
-3.863196	1.377611	-0.105915	1
-0.012727	0.239246	1.407635	1
-0.694168	-1.475840	1.310849	2
0.284029	1.447554	-1.930346	1
0.355477	-0.203042	0.778025	1
-0.509147	1.243428	-0.864288	1
-1.148402	2.723139	2.587629	0
-0.772814	1.514163	-2.264604	1
-1.849450	-0.596919	2.764996	1
-0.247771	2.507830	2.898521	0
-1.006207	1.263880	1.371593	0
-1.920259	3.092287	2.243145	0
-2.162318	1.164599	-1.027839	1
-1.984149	0.862317	0.306348	0
-1.030956	0.927029	1.076927	0
-1.529854	1.663796	1.624286	0
-0.733491	-1.535808	1.058322	2
-1.809509	0.849589	0.618752	0
-1.749018	2.219559	-2.668277	1
-1.838986	1.354736	-0.821992	1
-0.874566	2.492821	-3.989925	1
-1.193724	-0.913310	1.736252	2
-3.547592	0.260322	0.029153	1
0.539950	1.436095	2.571201	0
-0.691946	0.635141	1.096396	0
-0.838140	1.237117	-1.362048	1
-1.498771	-0.988686	1.473591	2
-1.056221	1.829696	-1.752917	1
-0.290882	0.076999	0.789541	1
-1.848596	-1.375129	0.106836	2
0.044099	-2.190306	0.707184	2
-0.115396	2.129746	-2.860937	1
0.602738	0.511903	-0.439082	1
-1.057507	-1.192139	1.149991	2
-1.467226	-1.231072	0.947874	2
-1.101766	1.927447	-2.591128	1
-0.890398	-0.291711	0.136943	0
-0.573549	1.091557	-1.278791	1
-2.708206	3.296191	1.859079	0
0.597564	-1.829688	1.864536	2
0.060006	-1.806203	1.447869	2
-2.279976	1.125863	0.423627	0
0.735628	-1.732996	2.180398	2
-2.030065	-1.220361	0.369437	2
-0.315617	-1.823453	0.880024	2
-2.340522	2.726527	1.802927	0
-1.814849	-1.482758	0.208123	1
-0.481940	-1.247921	1.762921	2
-1.714597	1.481158	0.950009	0
-1.128506	-1.290427	0.994377	2
-1.417288	-0.891516	1.671159	2
-1.131884	-0.069187	3.434747	2
1.851291	-2.869447	0.959597	2
-1.555472	2.219700	2.118535	0
-1.814348	1.458451	-1.178685	1
-1.000702	0.799549	0.802221	0
-1.563183	0.670274	-0.820010	1
-0.488561	0.668100	1.463685	0
-0.441298	1.533653	-1.770786	1
-0.028722	0.381896	0.393083	1
-1.833304	-1.227053	0.530828	2
-1.689880	-0.175291	-0.418700	0
-0.473738	-0.031674	0.565912	0
-0.783274	0.587196	-0.337359	1
0.102967	1.019252	1.642587	0
-2.928342	1.419437	0.315841	0
-1.760963	-1.172040	0.711701	2
-1.565879	1.721052	-2.279193	1
-3.500631	-1.111935	-1.098683	2
-0.778141	2.382866	2.348031	0
-2.555002	-1.052313	-0.054733	2
-1.703848	0.274909	-0.075760	1
-1.858332	0.914963	0.372725	0
0.208129	-2.970363	-0.645059	2
-0.302255	2.884162	3.037302	0
-2.372895	1.257526	-1.219604	1
-1.705759	1.911971	1.507610	0
-2.726387	-0.320967	1.118669	2
0.189174	-2.235525	0.555525	2
-2.310505	3.078186	-3.679734	0
-1.042092	-1.313557	1.232841	2
-0.761162	1.448378	-1.014884	1
-1.303597	-0.475956	-0.310174	0
-0.185390	-2.292775	0.122537	2
-3.370471	2.723422	-3.359341	1
1.284595	-1.922233	2.249705	2
-1.282750	1.025111	-1.320020	1
-0.431508	1.345794	1.868149	0
-1.617827	3.621325	2.763435	0
-1.620316	-0.317550	-0.156359	0
-0.438263	0.585934	1.013084	0
-1.199922	-0.288830	-0.399598	0
-0.348947	-0.991514	2.583376	2
-1.369659	1.422407	1.325100	0
-3.663347	-0.990001	-1.036304	2
-3.762660	-0.127458	0.550428	2
