1.401988	-1.410806	1
-0.946917	1.427418	0
0.390190	0.107253	1
-1.527971	-0.381898	0
-0.673062	0.307266	0
0.717795	-1.470455	1
-0.376276	-0.581441	1
1.219054	1.712587	1
-1.650309	-0.928229	1
0.735313	0.614067	1
1.666743	1.703634	1
-1.492823	1.728567	0
1.489563	-0.533004	1
-0.163859	-1.009536	0
0.205103	-1.989910	1
1.923757	2.082498	1
-2.784310	-0.334928	0
-0.094093	-1.146865	0
-0.769423	0.846395	0
-0.289211	-1.101308	0
-1.703091	1.691263	0
-1.445738	-0.732707	0
-2.393896	2.622013	0
-0.197886	-0.253294	1
-0.883758	1.213397	0
2.311885	2.425247	0
-0.867813	-0.901990	0
2.371569	-1.497099	1
-0.299126	-0.992649	0
2.025631	2.101745	1
0.305257	-0.661509	1
1.906328	1.981620	1
1.111175	-1.831844	0
1.354223	-1.935417	1
-0.953199	-0.966351	0
0.394380	-1.694941	0
-1.477280	-0.550535	0
-1.818653	2.171796	0
-1.089367	1.671944	0
1.065639	1.187419	1
0.523766	-1.144992	1
-0.914263	0.535528	0
1.357015	-1.619348	1
-1.672796	1.254635	0
0.511047	-1.841248	0
-0.590167	-1.239384	0
2.187870	-0.781029	1
-0.498746	-1.165370	0
-1.522029	1.866119	0
1.150439	0.954481	1
-1.188059	2.033070	0
-1.697446	-0.857183	0
-1.370570	2.476131	0
1.067164	-2.103319	1
1.880050	2.219476	1
2.122513	-1.082886	1
-1.043840	-1.024488	0
0.992677	-1.044928	1
-1.228017	2.109952	0
-0.433221	-1.249519	0
1.711410	1.939342	1
0.537772	0.428078	0
0.747985	0.565267	1
0.330640	-1.730515	0
-2.059056	1.585900	0
0.763124	-0.779712	1
-1.020665	2.179200	0
-1.279727	1.767652	0
0.722886	-0.165923	1
-1.180485	1.512790	0
2.098579	2.326548	1
1.374858	-0.838950	1
-2.379202	-0.655343	0
1.644970	1.519738	1
1.239492	-0.590311	1
-1.203259	2.191780	0
-0.554036	-0.525552	1
0.679246	-1.823117	0
0.581817	-0.805770	1
0.408915	-0.818657	0
1.570871	1.640924	1
-2.092589	3.594982	0
-0.472800	1.032323	0
-1.182522	-0.980581	0
0.023260	-1.251730	0
1.816826	-0.785120	1
1.412597	-0.653401	1
0.019597	-0.732740	1
-0.920888	-1.291521	1
1.345219	1.688728	1
-0.125647	-1.319035	0
0.538546	0.434473	1
0.425646	-1.698250	0
0.615374	-1.622330	1
1.499385	-0.999809	1
0.749174	0.509078	1
0.930710	0.662847	1
-2.687363	-0.211427	1
0.111815	-1.507596	0
-0.665462	1.152545	0
-0.486721	0.198005	0
-1.980560	1.929178	0
-1.717469	1.945216	0
0.902836	-2.067673	1
-2.421732	-0.125770	0
1.477423	1.943933	1
0.469426	-0.949694	1
0.915824	-0.510672	1
-0.440774	-1.407951	0
-2.485246	-0.311600	0
-1.411205	1.627907	0
-2.599890	2.326038	0
0.744321	-1.246843	1
2.382748	2.638864	0
-0.646793	-0.963825	0
0.422720	-0.606011	1
-0.226221	-0.531876	1
1.361182	1.399729	1
0.949830	0.996778	0
1.753094	-0.946926	1
-0.188664	-1.393768	0
2.203552	2.521848	1
-1.346431	0.863075	0
0.571020	0.222036	1
-0.330101	-0.993879	0
0.433588	0.154612	1
0.685164	-1.800509	0
-0.456518	-1.012631	0
-0.641704	-0.098070	0
-1.833989	-0.983925	0
0.721715	0.792422	1
0.965247	1.184778	1
0.033376	-1.160028	1
1.030905	-1.266290	1
0.398873	0.134461	0
-2.020093	2.084280	0
0.809553	-1.471357	1
0.863451	-1.338176	1
1.669286	1.974238	1
1.575347	1.787659	1
-0.105020	0.535961	0
0.447519	0.256160	1
-2.188596	-0.575550	0
-1.963262	-0.812501	0
-1.675136	-0.644499	0
-0.756655	0.965876	0
2.758800	-0.750178	1
0.825585	-1.908028	1
0.797018	0.638763	1
-0.760228	1.330421	0
