1.411115	1.751284	1
-3.228019	1.030131	0
1.598167	1.302214	1
0.628075	3.562667	1
-2.863845	1.790436	0
0.919164	2.824887	1
1.841834	0.545134	1
1.710240	0.960217	1
0.685657	3.588571	1
0.992317	2.793910	1
-3.403832	1.903668	0
1.401034	1.590714	1
1.626339	1.118875	1
-1.267664	2.497514	0
1.600114	1.324155	1
-3.340613	1.189594	0
-2.006799	-0.251297	0
0.749393	3.231358	1
1.329866	1.991586	1
-0.961745	1.923225	0
-1.708348	0.728012	0
-1.259775	1.302783	0
-0.602763	1.522847	0
-2.663884	1.682942	0
-1.995630	2.144361	0
-1.943967	1.649143	0
-0.551618	1.280428	0
2.043080	0.242878	1
1.618029	1.282717	1
-2.208535	1.075626	0
-3.415378	0.971690	0
1.849014	0.547494	1
1.612765	1.107431	1
1.260126	2.133191	1
-3.317768	1.970654	0
-1.262011	1.085201	0
1.091467	2.491806	1
-2.916190	0.539739	0
-0.189529	2.069904	0
-2.124590	0.481269	0
-1.847055	1.397226	0
-3.057329	2.018985	0
1.139760	2.412713	1
1.229870	2.180918	1
-2.223981	1.039037	0
0.871564	2.939663	1
-2.087212	1.182384	0
-2.552030	0.991107	0
0.943010	1.477322	0
0.015511	0.807038	0
0.189972	1.452983	0
1.773217	0.868739	1
2.199065	-0.273193	1
1.575552	0.997444	1
0.016974	1.204570	0
0.141484	5.103916	1
1.837820	0.490004	1
-1.095478	1.636097	0
2.151230	-0.069561	1
1.171893	2.262065	1
1.756213	0.936287	1
-2.209977	0.536423	0
1.604100	1.355505	1
1.351535	1.922933	1
1.488149	1.310395	1
-1.239233	0.977694	0
1.165808	2.365592	1
-0.501091	1.390289	0
-1.727569	1.544136	0
1.339047	1.979574	1
-2.173330	1.126435	0
1.380349	1.906129	1
1.571009	1.369367	1
0.318749	1.631295	0
-0.103670	1.411143	0
1.913735	0.548267	1
-2.947253	0.718479	0
1.502055	1.170927	1
-2.397470	1.091542	0
1.890550	0.559106	1
-1.853352	1.481652	0
-1.972603	0.650528	0
1.739388	0.963027	1
-2.172108	2.605846	0
1.588255	1.059757	1
0.237747	1.761599	0
-0.069637	1.969938	0
0.701660	3.697156	1
-0.440341	0.664904	0
-1.715329	1.766179	0
1.466713	1.690045	1
1.402056	1.698875	1
1.695800	0.963830	1
-1.699381	0.823537	0
-2.544391	1.676568	0
0.887255	3.006605	1
1.341620	1.990955	1
1.498881	1.639256	1
-2.487755	0.327142	0
-0.693838	1.032572	0
1.640153	1.092950	1
-0.718665	2.004300	0
1.652428	1.046594	1
1.604814	1.206635	1
-0.383325	2.626985	0
-3.255669	1.982859	0
-1.951606	1.834669	0
-2.299732	2.214342	0
1.530500	1.593702	1
1.802795	0.714988	1
1.826693	0.607043	1
-0.947042	1.768397	0
-2.285376	2.218131	0
0.946655	1.106474	0
-0.986862	2.438882	0
-1.203057	1.117078	0
-0.376941	1.532795	0
-2.189164	1.297008	0
1.464741	1.433472	1
-2.458821	1.429896	0
1.048412	2.588580	1
1.397985	1.868531	1
1.961934	0.285390	1
2.655805	-1.174382	1
1.033877	2.759429	1
1.332990	1.927695	1
1.199014	2.151843	1
1.095091	2.525031	1
-1.184463	1.330410	0
1.620494	1.323640	1
1.595889	1.407047	1
-1.922310	1.238392	0
1.121984	2.388196	1
1.677291	1.143817	1
1.629234	1.100416	1
-1.749699	1.605674	0
1.204584	2.227359	1
-1.034576	1.593173	1
-1.567859	0.765329	0
1.987432	0.305421	1
-3.132259	1.515146	0
1.274083	2.177251	1
-1.300596	1.329254	0
1.537509	1.170352	1
-1.443940	1.671061	0
-1.664044	1.146544	1
-2.622083	0.704944	0
1.829584	0.674585	1
0.044409	2.334994	0
1.958998	0.541082	1
